"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,1061,814,1327.15,"tot.cases"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,8,5,13,"peak.hosp"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,0,0,0,"days.above.thresh"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,31,22,42,"tot.hosp"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,16,10,23,"death"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,593,473,725.05,"sympiso"
0,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,40,119,91.95,150,"asympiso"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,921,705,1164,"tot.cases"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,8,5,12,"peak.hosp"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,0,0,0,"days.above.thresh"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,29,20,39,"tot.hosp"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,15,9,22,"death"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,533,425,658,"sympiso"
0.05,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,41,107,81,135,"asympiso"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,789,599,1004,"tot.cases"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,7,4,11,"peak.hosp"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,0,0,0,"days.above.thresh"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,26,18,35.0500000000002,"tot.hosp"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,14,8,20,"death"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,476,380,585,"sympiso"
0.1,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,42,95,72,121,"asympiso"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,671,507.95,861.05,"tot.cases"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,6,4,10,"peak.hosp"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,0,0,0,"days.above.thresh"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,24,16,32,"tot.hosp"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,13,7,19,"death"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,422,339,520,"sympiso"
0.15,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,43,84,64,109,"asympiso"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,573,432,735.05,"tot.cases"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,6,4,9,"peak.hosp"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,0,0,0,"days.above.thresh"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,21,14,30,"tot.hosp"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,12,7,18,"death"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,377,303,463,"sympiso"
0.2,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,44,75,57,97.0500000000002,"asympiso"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,491,369.95,632,"tot.cases"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,5,3,8,"peak.hosp"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,0,0,0,"days.above.thresh"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,20,13,27,"tot.hosp"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,11,6,16,"death"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,337,273,411,"sympiso"
0.25,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,45,67,50,87,"asympiso"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,416,310,545,"tot.cases"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,5,3,8,"peak.hosp"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,0,0,0,"days.above.thresh"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,18,12,25,"tot.hosp"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,10,6,15,"death"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,300,244,365,"sympiso"
0.3,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,46,60,44,79,"asympiso"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,354,262,468,"tot.cases"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,5,3,7,"peak.hosp"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,0,0,0,"days.above.thresh"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,16,11,23,"tot.hosp"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,9,5,14,"death"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,269,220,321,"sympiso"
0.35,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,47,53,39,71,"asympiso"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,303,225,403,"tot.cases"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,4,3,7,"peak.hosp"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,0,0,0,"days.above.thresh"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,15,10,22,"tot.hosp"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,9,5,14,"death"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,243,200,290,"sympiso"
0.4,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,48,49,35,64,"asympiso"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,255,190,335,"tot.cases"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,4,3,7,"peak.hosp"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,0,0,0,"days.above.thresh"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,14,9,20,"tot.hosp"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,8,4,13,"death"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,218,182,258,"sympiso"
0.45,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,49,43,31,57,"asympiso"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,216,162,283,"tot.cases"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,4,2,6,"peak.hosp"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,0,0,0,"days.above.thresh"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,13,8,18,"tot.hosp"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,7,4,12,"death"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,197,165,232,"sympiso"
0.5,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,50,39,28,51,"asympiso"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,184,137.95,242,"tot.cases"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,4,2,6,"peak.hosp"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,0,0,0,"days.above.thresh"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,12,8,17,"tot.hosp"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,7,4,11,"death"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,179,152,211,"sympiso"
0.55,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,51,35,25,46,"asympiso"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,154,116,200,"tot.cases"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,4,2,6,"peak.hosp"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,0,0,0,"days.above.thresh"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,11,7,16,"tot.hosp"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,7,3,11,"death"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,163,140,189,"sympiso"
0.6,500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,52,31,22,42,"asympiso"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,731,548,950,"tot.cases"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,7,4,10,"peak.hosp"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,0,0,0,"days.above.thresh"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,25,17,35,"tot.hosp"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,13,8,20,"death"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,396,315,496,"sympiso"
0,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,53,172,132,216.05,"asympiso"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,638,471.95,820,"tot.cases"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,6,4,10,"peak.hosp"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,0,0,0,"days.above.thresh"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,23,15,32,"tot.hosp"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,12,7,19,"death"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,359,284,442,"sympiso"
0.05,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,54,154,118,194,"asympiso"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,551,408,708,"tot.cases"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,6,4,9,"peak.hosp"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,0,0,0,"days.above.thresh"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,21,14,29,"tot.hosp"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,12,7,18,"death"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,324,256,398,"sympiso"
0.1,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,55,138,106,173,"asympiso"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,478.5,352.95,631,"tot.cases"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,5,3,8,"peak.hosp"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,0,0,0,"days.above.thresh"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,20,13,28,"tot.hosp"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,11,6,16,"death"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,293,232.95,361,"sympiso"
0.15,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,56,125,96,159,"asympiso"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,418,306,558.05,"tot.cases"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,5,3,8,"peak.hosp"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,0,0,0,"days.above.thresh"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,18,12,25.0500000000002,"tot.hosp"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,10,6,16,"death"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,264,214,323,"sympiso"
0.2,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,57,113,87,143,"asympiso"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,360,260,486,"tot.cases"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,5,3,7,"peak.hosp"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,0,0,0,"days.above.thresh"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,17,11,24,"tot.hosp"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,9,5,15,"death"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,240,193,291,"sympiso"
0.25,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,58,101,77,131,"asympiso"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,313,227,418,"tot.cases"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,5,3,7,"peak.hosp"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,0,0,0,"days.above.thresh"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,15,10,22,"tot.hosp"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,9,5,14,"death"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,218.5,177,264,"sympiso"
0.3,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,59,92,70,117,"asympiso"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,269,197,359,"tot.cases"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,4,3,7,"peak.hosp"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,0,0,0,"days.above.thresh"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,14,9,21,"tot.hosp"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,8,4,13,"death"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,200,164,240,"sympiso"
0.35,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,60,83,64,106,"asympiso"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,231,169,314,"tot.cases"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,4,3,7,"peak.hosp"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,0,0,0,"days.above.thresh"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,13,8,19,"tot.hosp"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,8,4,12,"death"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,182,151,219,"sympiso"
0.4,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,61,75,57,96,"asympiso"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,199,147,263,"tot.cases"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,4,2,6,"peak.hosp"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,0,0,0,"days.above.thresh"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,12,8,18,"tot.hosp"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,7,4,12,"death"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,167,140,199,"sympiso"
0.45,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,62,68,52,86,"asympiso"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,172,126,224.05,"tot.cases"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,4,2,6,"peak.hosp"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,0,0,0,"days.above.thresh"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,12,7,17,"tot.hosp"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,7,3,11,"death"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,154,130,182,"sympiso"
0.5,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,63,62,47,78,"asympiso"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,148,110,193,"tot.cases"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,4,2,6,"peak.hosp"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,0,0,0,"days.above.thresh"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,11,7,16,"tot.hosp"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,7,3,10,"death"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,143,121,168,"sympiso"
0.55,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,64,57,43,72,"asympiso"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,128,96,167,"tot.cases"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,4,2,6,"peak.hosp"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,0,0,0,"days.above.thresh"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,10,6,15,"tot.hosp"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,6,3,10,"death"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,133,113,154,"sympiso"
0.6,1000,1,0.0416666666666667,0.2,0.0416666666666667,24,24,65,52,40,66,"asympiso"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,518,377,687,"tot.cases"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,6,3,9,"peak.hosp"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,0,0,0,"days.above.thresh"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,20,13,29,"tot.hosp"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,11,6,17,"death"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,273,215,337,"sympiso"
0,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,66,185,142,233,"asympiso"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,457,328.95,617,"tot.cases"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,5,3,8,"peak.hosp"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,0,0,0,"days.above.thresh"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,19,12,27,"tot.hosp"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,11,6,16,"death"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,249,196,305,"sympiso"
0.05,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,67,169,130,215,"asympiso"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,403.5,286,544,"tot.cases"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,5,3,8,"peak.hosp"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,0,0,0,"days.above.thresh"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,18,12,25,"tot.hosp"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,10,6,16,"death"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,229,181,281,"sympiso"
0.1,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,68,153,119,196,"asympiso"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,357,253,485,"tot.cases"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,5,3,8,"peak.hosp"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,0,0,0,"days.above.thresh"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,17,11,24,"tot.hosp"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,9,5,15,"death"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,211,168,258,"sympiso"
0.15,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,69,141,108,178.05,"asympiso"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,311,223,418.05,"tot.cases"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,5,3,7,"peak.hosp"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,0,0,0,"days.above.thresh"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,16,10,22,"tot.hosp"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,9,5,14,"death"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,194,156,236,"sympiso"
0.2,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,70,128,99,160,"asympiso"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,271,195,367,"tot.cases"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,4,3,7,"peak.hosp"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,0,0,0,"days.above.thresh"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,14,9,21,"tot.hosp"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,8,4,13,"death"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,179,145,218,"sympiso"
0.25,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,71,116,91,147,"asympiso"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,238,172,318,"tot.cases"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,4,3,7,"peak.hosp"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,0,0,0,"days.above.thresh"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,14,9,19,"tot.hosp"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,8,4,13,"death"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,166,134,201,"sympiso"
0.3,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,72,106,83,133,"asympiso"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,209,152,282,"tot.cases"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,4,3,6,"peak.hosp"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,0,0,0,"days.above.thresh"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,13,8,18,"tot.hosp"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,8,4,12,"death"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,154,126,186,"sympiso"
0.35,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,73,98,77,123,"asympiso"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,183,133,245,"tot.cases"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,4,2,6,"peak.hosp"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,0,0,0,"days.above.thresh"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,12,8,17,"tot.hosp"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,7,4,11,"death"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,143,119,172,"sympiso"
0.4,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,74,89,71,111,"asympiso"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,161,118,214,"tot.cases"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,4,2,6,"peak.hosp"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,0,0,0,"days.above.thresh"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,11,7,16,"tot.hosp"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,7,3,11,"death"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,134,112,159,"sympiso"
0.45,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,75,83,66,102,"asympiso"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,142,105,186,"tot.cases"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,4,2,6,"peak.hosp"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,0,0,0,"days.above.thresh"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,11,7,16,"tot.hosp"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,7,3,10,"death"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,125,106,148,"sympiso"
0.5,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,76,76,61,95,"asympiso"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,124,93,161,"tot.cases"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,4,2,6,"peak.hosp"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,0,0,0,"days.above.thresh"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,10,6,15,"tot.hosp"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,6,3,10,"death"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,118,99,138,"sympiso"
0.55,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,77,71,56,87,"asympiso"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,108,82,141,"tot.cases"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,4,2,6,"peak.hosp"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,0,0,0,"days.above.thresh"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,10,6,14,"tot.hosp"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,6,3,9,"death"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,111,94,129,"sympiso"
0.6,1500,1,0.0416666666666667,0.2,0.0416666666666667,24,24,78,66,52,81,"asympiso"
