"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0.6,500,1,5,0.6,5,0.2,0.2,4615,0,0,0,"days.above.thresh"
0.6,500,1,5,0.6,5,0.2,0.2,4615,8,5,12,"tot.hosp"
0.6,500,1,5,0.6,5,0.2,0.2,4615,5,2,8,"death"
0.6,500,1,5,0.6,5,0.2,0.2,4615,127,108,147,"sympiso"
0.6,500,1,5,0.6,5,0.2,0.2,4615,25,16,34,"asympiso"
0,1000,1,5,0.6,5,0.2,0.2,4616,1955,1572,2362,"tot.cases"
0,1000,1,5,0.6,5,0.2,0.2,4616,7,4,12,"peak.hosp"
0,1000,1,5,0.6,5,0.2,0.2,4616,0,0,0,"days.above.thresh"
0,1000,1,5,0.6,5,0.2,0.2,4616,25,17,34,"tot.hosp"
0,1000,1,5,0.6,5,0.2,0.2,4616,12,7,18,"death"
0,1000,1,5,0.6,5,0.2,0.2,4616,489,400,588,"sympiso"
0,1000,1,5,0.6,5,0.2,0.2,4616,192,152,237,"asympiso"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,1671.5,1333.95,2042,"tot.cases"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,7,4,11,"peak.hosp"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,0,0,0,"days.above.thresh"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,22,15,31,"tot.hosp"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,11,7,17,"death"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,435,354,521,"sympiso"
0.05,1000,1,5,0.6,5,0.2,0.2,4617,170,133,210,"asympiso"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,1428,1120.95,1750,"tot.cases"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,6,3,9,"peak.hosp"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,0,0,0,"days.above.thresh"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,20,14,28,"tot.hosp"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,10,6,16,"death"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,383,312,460,"sympiso"
0.1,1000,1,5,0.6,5,0.2,0.2,4618,149,115,187,"asympiso"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,1198,936,1497,"tot.cases"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,5,3,8,"peak.hosp"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,0,0,0,"days.above.thresh"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,18,12,26,"tot.hosp"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,9,5,15,"death"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,337,272,407,"sympiso"
0.15,1000,1,5,0.6,5,0.2,0.2,4619,131,101,166,"asympiso"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,1011,779,1259,"tot.cases"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,5,3,8,"peak.hosp"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,0,0,0,"days.above.thresh"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,17,11,24,"tot.hosp"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,9,5,14,"death"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,297,242,359,"sympiso"
0.2,1000,1,5,0.6,5,0.2,0.2,4620,116,88,147,"asympiso"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,846,649.95,1070.05,"tot.cases"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,4,3,7,"peak.hosp"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,0,0,0,"days.above.thresh"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,15,10,22,"tot.hosp"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,8,4,13,"death"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,262,213,317,"sympiso"
0.25,1000,1,5,0.6,5,0.2,0.2,4621,102,78,131,"asympiso"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,707,538,904.05,"tot.cases"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,4,2,6,"peak.hosp"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,0,0,0,"days.above.thresh"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,14,9,20,"tot.hosp"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,7,4,12,"death"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,230,190,274,"sympiso"
0.3,1000,1,5,0.6,5,0.2,0.2,4622,90,68,115,"asympiso"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,586,444,756,"tot.cases"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,4,2,6,"peak.hosp"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,0,0,0,"days.above.thresh"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,12,8,18,"tot.hosp"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,7,3,11,"death"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,201,167,235.05,"sympiso"
0.35,1000,1,5,0.6,5,0.2,0.2,4623,79,59,101,"asympiso"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,481,362,622.05,"tot.cases"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,4,2,6,"peak.hosp"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,0,0,0,"days.above.thresh"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,11,7,17,"tot.hosp"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,6,3,10,"death"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,177,149,209,"sympiso"
0.4,1000,1,5,0.6,5,0.2,0.2,4624,69,50,89,"asympiso"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,395,296,516,"tot.cases"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,3,2,5,"peak.hosp"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,0,0,0,"days.above.thresh"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,10,7,15,"tot.hosp"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,6,3,10,"death"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,158,132,185,"sympiso"
0.45,1000,1,5,0.6,5,0.2,0.2,4625,60,44,78,"asympiso"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,324,239,420,"tot.cases"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,3,2,5,"peak.hosp"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,0,0,0,"days.above.thresh"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,10,6,14,"tot.hosp"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,6,3,9,"death"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,141,119,165,"sympiso"
0.5,1000,1,5,0.6,5,0.2,0.2,4626,52,39,69,"asympiso"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,263,196,342,"tot.cases"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,3,2,5,"peak.hosp"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,0,0,0,"days.above.thresh"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,9,6,13,"tot.hosp"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,5,2,9,"death"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,127,107,147,"sympiso"
0.55,1000,1,5,0.6,5,0.2,0.2,4627,46,34,61,"asympiso"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,214,159,278,"tot.cases"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,3,2,5,"peak.hosp"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,0,0,0,"days.above.thresh"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,8,5,12,"tot.hosp"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,5,2,8,"death"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,114,97,132,"sympiso"
0.6,1000,1,5,0.6,5,0.2,0.2,4628,41,29,54,"asympiso"
0,1500,1,5,0.6,5,0.2,0.2,4629,1765,1404,2150,"tot.cases"
0,1500,1,5,0.6,5,0.2,0.2,4629,7,4,11,"peak.hosp"
0,1500,1,5,0.6,5,0.2,0.2,4629,0,0,0,"days.above.thresh"
0,1500,1,5,0.6,5,0.2,0.2,4629,23,16,32,"tot.hosp"
0,1500,1,5,0.6,5,0.2,0.2,4629,12,7,18,"death"
0,1500,1,5,0.6,5,0.2,0.2,4629,419,340,502.05,"sympiso"
0,1500,1,5,0.6,5,0.2,0.2,4629,241,190,299,"asympiso"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,1517,1195.95,1869.05,"tot.cases"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,6,4,10,"peak.hosp"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,0,0,0,"days.above.thresh"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,21,14,30,"tot.hosp"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,11,6,16,"death"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,373,303,450,"sympiso"
0.05,1500,1,5,0.6,5,0.2,0.2,4630,215,169,266,"asympiso"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,1284,995,1598,"tot.cases"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,5,3,9,"peak.hosp"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,0,0,0,"days.above.thresh"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,19,13,27,"tot.hosp"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,10,5,15,"death"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,328,265,397.05,"sympiso"
0.1,1500,1,5,0.6,5,0.2,0.2,4631,188,146,235,"asympiso"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,1089,845,1359.05,"tot.cases"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,5,3,8,"peak.hosp"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,0,0,0,"days.above.thresh"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,17,11,25,"tot.hosp"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,9,5,14,"death"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,292,238,351,"sympiso"
0.15,1500,1,5,0.6,5,0.2,0.2,4632,166,129,208,"asympiso"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,919,703,1158.05,"tot.cases"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,5,3,7,"peak.hosp"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,0,0,0,"days.above.thresh"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,16,10,23,"tot.hosp"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,8,4,13,"death"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,258,209,311,"sympiso"
0.2,1500,1,5,0.6,5,0.2,0.2,4633,146,112,185,"asympiso"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,764,578,984,"tot.cases"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,4,3,7,"peak.hosp"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,0,0,0,"days.above.thresh"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,14,9,21,"tot.hosp"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,8,4,12,"death"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,226,184,271,"sympiso"
0.25,1500,1,5,0.6,5,0.2,0.2,4634,128,98,163,"asympiso"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,641.5,485,830,"tot.cases"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,4,2,6,"peak.hosp"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,0,0,0,"days.above.thresh"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,13,8,19,"tot.hosp"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,7,4,12,"death"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,198,164,234,"sympiso"
0.3,1500,1,5,0.6,5,0.2,0.2,4635,113,86,143,"asympiso"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,532,396,687,"tot.cases"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,4,2,6,"peak.hosp"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,0,0,0,"days.above.thresh"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,12,8,18,"tot.hosp"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,7,3,11,"death"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,176,146,207,"sympiso"
0.35,1500,1,5,0.6,5,0.2,0.2,4636,99,75,126,"asympiso"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,439,327.95,573,"tot.cases"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,3,2,5,"peak.hosp"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,0,0,0,"days.above.thresh"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,11,7,16,"tot.hosp"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,6,3,10,"death"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,157,131,183,"sympiso"
0.4,1500,1,5,0.6,5,0.2,0.2,4637,86,66,110,"asympiso"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,364,271,472,"tot.cases"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,3,2,5,"peak.hosp"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,0,0,0,"days.above.thresh"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,10,6,15,"tot.hosp"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,6,3,10,"death"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,140,117.95,164,"sympiso"
0.45,1500,1,5,0.6,5,0.2,0.2,4638,76,57,98,"asympiso"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,298,222.95,387,"tot.cases"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,3,2,5,"peak.hosp"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,0,0,0,"days.above.thresh"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,9,6,14,"tot.hosp"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,5,3,9,"death"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,126,106,147,"sympiso"
0.5,1500,1,5,0.6,5,0.2,0.2,4639,67,50,86,"asympiso"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,244,185,319,"tot.cases"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,3,2,5,"peak.hosp"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,0,0,0,"days.above.thresh"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,9,5,13,"tot.hosp"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,5,2,9,"death"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,114,97,133,"sympiso"
0.55,1500,1,5,0.6,5,0.2,0.2,4640,59,44,76,"asympiso"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,199,148,258,"tot.cases"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,3,2,5,"peak.hosp"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,0,0,0,"days.above.thresh"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,8,5,12,"tot.hosp"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,5,2,8,"death"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,103,88,120,"sympiso"
0.6,1500,1,5,0.6,5,0.2,0.2,4641,52,39,67,"asympiso"
0,2000,1,5,0.6,5,0.2,0.2,4642,1626,1286,1997.05,"tot.cases"
0,2000,1,5,0.6,5,0.2,0.2,4642,6,4,10,"peak.hosp"
0,2000,1,5,0.6,5,0.2,0.2,4642,0,0,0,"days.above.thresh"
0,2000,1,5,0.6,5,0.2,0.2,4642,22,15,31,"tot.hosp"
0,2000,1,5,0.6,5,0.2,0.2,4642,11,6,17,"death"
0,2000,1,5,0.6,5,0.2,0.2,4642,361,294,435,"sympiso"
0,2000,1,5,0.6,5,0.2,0.2,4642,276,218,340,"asympiso"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,1396,1088,1733.05,"tot.cases"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,6,3,9,"peak.hosp"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,0,0,0,"days.above.thresh"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,20,13,28,"tot.hosp"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,10,6,16,"death"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,321,259.95,387,"sympiso"
0.05,2000,1,5,0.6,5,0.2,0.2,4643,244,191,305,"asympiso"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,1193.5,919,1492.05,"tot.cases"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,5,3,8.05000000000018,"peak.hosp"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,0,0,0,"days.above.thresh"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,18,12,26,"tot.hosp"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,10,5,15,"death"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,285.5,231,344,"sympiso"
0.1,2000,1,5,0.6,5,0.2,0.2,4644,216,170,270,"asympiso"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,1010,774,1267,"tot.cases"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,5,3,8,"peak.hosp"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,0,0,0,"days.above.thresh"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,17,11,24,"tot.hosp"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,9,5,14,"death"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,253,205,304,"sympiso"
0.15,2000,1,5,0.6,5,0.2,0.2,4645,190,146,238,"asympiso"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,852,643,1085,"tot.cases"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,4,3,7,"peak.hosp"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,0,0,0,"days.above.thresh"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,15,10,22,"tot.hosp"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,8,4,13,"death"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,223,182,270,"sympiso"
0.2,2000,1,5,0.6,5,0.2,0.2,4646,167,130,211,"asympiso"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,713,536,915,"tot.cases"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,4,2,6,"peak.hosp"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,0,0,0,"days.above.thresh"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,14,9,20,"tot.hosp"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,8,4,12,"death"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,197,162,233,"sympiso"
0.25,2000,1,5,0.6,5,0.2,0.2,4647,147,113,186,"asympiso"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,594,448,773,"tot.cases"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,4,2,6,"peak.hosp"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,0,0,0,"days.above.thresh"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,13,8,18,"tot.hosp"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,7,3,11,"death"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,174,145,205,"sympiso"
0.3,2000,1,5,0.6,5,0.2,0.2,4648,129,99,164,"asympiso"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,493,370,648,"tot.cases"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,4,2,6,"peak.hosp"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,0,0,0,"days.above.thresh"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,12,7,17,"tot.hosp"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,7,3,11,"death"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,155,130,183,"sympiso"
0.35,2000,1,5,0.6,5,0.2,0.2,4649,113,87,144,"asympiso"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,411,306,533,"tot.cases"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,3,2,5,"peak.hosp"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,0,0,0,"days.above.thresh"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,11,7,16,"tot.hosp"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,6,3,10,"death"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,139,117,163,"sympiso"
0.4,2000,1,5,0.6,5,0.2,0.2,4650,99,76,126,"asympiso"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,339,252,439.05,"tot.cases"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,3,2,5,"peak.hosp"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,0,0,0,"days.above.thresh"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,10,6,14,"tot.hosp"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,6,3,9,"death"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,125,105,147,"sympiso"
0.45,2000,1,5,0.6,5,0.2,0.2,4651,87,67,111,"asympiso"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,279,209,363,"tot.cases"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,3,2,5,"peak.hosp"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,0,0,0,"days.above.thresh"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,9,6,14,"tot.hosp"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,5,2,9,"death"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,113,96,132,"sympiso"
0.5,2000,1,5,0.6,5,0.2,0.2,4652,77,59,98,"asympiso"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,231,172,297,"tot.cases"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,3,2,5,"peak.hosp"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,0,0,0,"days.above.thresh"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,8,5,13,"tot.hosp"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,5,2,8,"death"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,103,87,120,"sympiso"
0.55,2000,1,5,0.6,5,0.2,0.2,4653,68,52,87,"asympiso"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,189,143,245,"tot.cases"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,3,2,5,"peak.hosp"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,0,0,0,"days.above.thresh"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,8,5,12,"tot.hosp"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,5,2,8,"death"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,94,80,110,"sympiso"
0.6,2000,1,5,0.6,5,0.2,0.2,4654,60,46,77,"asympiso"
0,2500,1,5,0.6,5,0.2,0.2,4655,1528,1188.95,1890,"tot.cases"
0,2500,1,5,0.6,5,0.2,0.2,4655,6,4,10,"peak.hosp"
0,2500,1,5,0.6,5,0.2,0.2,4655,0,0,0,"days.above.thresh"
0,2500,1,5,0.6,5,0.2,0.2,4655,21,14,30,"tot.hosp"
0,2500,1,5,0.6,5,0.2,0.2,4655,11,6,17,"death"
0,2500,1,5,0.6,5,0.2,0.2,4655,315,254,379,"sympiso"
0,2500,1,5,0.6,5,0.2,0.2,4655,302,237,372,"asympiso"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,1308,1017,1628,"tot.cases"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,6,3,9,"peak.hosp"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,0,0,0,"days.above.thresh"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,20,13,28,"tot.hosp"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,10,6,15,"death"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,280,228,340,"sympiso"
0.05,2500,1,5,0.6,5,0.2,0.2,4656,267,209,333,"asympiso"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,1114,853,1404.05,"tot.cases"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,5,3,8,"peak.hosp"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,0,0,0,"days.above.thresh"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,18,12,25,"tot.hosp"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,9,5,14,"death"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,249,201,297.05,"sympiso"
0.1,2500,1,5,0.6,5,0.2,0.2,4657,235,183,294,"asympiso"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,951,725.95,1217,"tot.cases"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,5,3,8,"peak.hosp"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,0,0,0,"days.above.thresh"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,16,10,23,"tot.hosp"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,9,5,14,"death"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,221,180,266,"sympiso"
0.15,2500,1,5,0.6,5,0.2,0.2,4658,209,162,263,"asympiso"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,800,598,1021,"tot.cases"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,4,3,7,"peak.hosp"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,0,0,0,"days.above.thresh"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,15,10,21,"tot.hosp"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,8,4,13,"death"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,194,160,232,"sympiso"
0.2,2500,1,5,0.6,5,0.2,0.2,4659,183,141,230,"asympiso"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,671,505,868.05,"tot.cases"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,4,2,6,"peak.hosp"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,0,0,0,"days.above.thresh"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,13,9,19,"tot.hosp"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,7,4,12,"death"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,173,143.95,205,"sympiso"
0.25,2500,1,5,0.6,5,0.2,0.2,4660,161,125,204,"asympiso"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,561,417,727,"tot.cases"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,4,2,6,"peak.hosp"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,0,0,0,"days.above.thresh"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,12,8,18,"tot.hosp"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,7,3,11,"death"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,155,128,183,"sympiso"
0.3,2500,1,5,0.6,5,0.2,0.2,4661,141,109,179,"asympiso"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,468,349,613,"tot.cases"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,4,2,6,"peak.hosp"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,0,0,0,"days.above.thresh"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,11,7,16,"tot.hosp"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,6,3,10,"death"
0.35,2500,1,5,0.6,5,0.2,0.2,4662,139,115.95,164,"sympiso"
