"d","tot.tests","sens","Ds","Da","Ts","Ta","sim","median","lower","upper","objective"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,514,389,659.05,"tot.cases"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,5,3,7,"peak.hosp"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,0,0,0,"days.above.thresh"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,16,10.95,22,"tot.hosp"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,9,5,14,"death"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,288,234,347,"sympiso"
0.35,250,1,0.0416666666666667,0.0416666666666667,24,24,34,38,26,51,"asympiso"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,427,321,555,"tot.cases"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,4,3,7,"peak.hosp"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,0,0,0,"days.above.thresh"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,14,9,21,"tot.hosp"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,8,4,13,"death"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,254,208,306,"sympiso"
0.4,250,1,0.0416666666666667,0.0416666666666667,24,24,35,33,23,45,"asympiso"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,356,265,461.05,"tot.cases"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,4,2,6,"peak.hosp"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,0,0,0,"days.above.thresh"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,13,8,19,"tot.hosp"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,7,4,12,"death"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,225,186,268,"sympiso"
0.45,250,1,0.0416666666666667,0.0416666666666667,24,24,36,30,20,40,"asympiso"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,292,217,381,"tot.cases"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,4,2,6,"peak.hosp"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,0,0,0,"days.above.thresh"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,12,8,17,"tot.hosp"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,7,3,11,"death"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,199,167,237,"sympiso"
0.5,250,1,0.0416666666666667,0.0416666666666667,24,24,37,26,17,36,"asympiso"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,241,180,311.05,"tot.cases"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,4,2,6,"peak.hosp"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,0,0,0,"days.above.thresh"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,11,7,16,"tot.hosp"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,6,3,10,"death"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,178,150,210,"sympiso"
0.55,250,1,0.0416666666666667,0.0416666666666667,24,24,38,23,15,32,"asympiso"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,199,150,257,"tot.cases"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,4,2,6,"peak.hosp"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,0,0,0,"days.above.thresh"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,10,6,15,"tot.hosp"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,6,3,10,"death"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,160,136,188,"sympiso"
0.6,250,1,0.0416666666666667,0.0416666666666667,24,24,39,20,13,29,"asympiso"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,1346,1036.95,1679,"tot.cases"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,8,5,12,"peak.hosp"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,0,0,0,"days.above.thresh"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,28,19,38,"tot.hosp"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,14,8,21,"death"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,553,439,675,"sympiso"
0,500,1,0.0416666666666667,0.0416666666666667,24,24,40,154,120,192,"asympiso"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,1155.5,883.95,1444.05,"tot.cases"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,7,4,11,"peak.hosp"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,0,0,0,"days.above.thresh"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,25,17,35,"tot.hosp"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,13,7,20,"death"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,491,389,601,"sympiso"
0.05,500,1,0.0416666666666667,0.0416666666666667,24,24,41,137,106,171,"asympiso"
